1,20.0
2,20.0
3,20.0
4,20.0
5,20.0
6,21.0
7,21.0
8,22.0
9,22.0
10,22.0
11,23.0
12,24.0
13,24.0
14,25.0
15,26.0
16,27.0
17,28.0
18,29.0
19,30.0
20,31.0
21,32.0
22,33.0
23,35.0
24,36.0
25,37.0
26,39.0
27,40.0
28,42.0
29,43.0
30,45.0
31,47.0
32,49.0
33,50.0
34,52.0
35,54.0
36,56.0
37,58.0
38,60.0
39,62.0
40,64.0
41,66.0
42,69.0
43,71.0
44,73.0
45,76.0
46,78.0
47,80.0
48,83.0
49,85.0
50,88.0
51,90.0
52,93.0
53,95.0
54,98.0
55,101.0
56,103.0
57,106.0
58,109.0
59,111.0
60,114.0
61,117.0
62,120.0
63,123.0
64,125.0
65,128.0
66,131.0
67,134.0
68,137.0
69,140.0
70,143.0
71,146.0
72,149.0
73,152.0
74,154.0
75,157.0
76,160.0
77,163.0
78,166.0
79,169.0
80,172.0
81,175.0
82,178.0
83,181.0
84,184.0
85,187.0
86,190.0
87,192.0
88,195.0
89,198.0
90,201.0
91,204.0
92,206.0
93,209.0
94,212.0
95,215.0
96,217.0
97,220.0
98,223.0
99,225.0
100,228.0
101,230.0
102,233.0
103,235.0
104,238.0
105,240.0
106,243.0
107,245.0
108,247.0
109,250.0
110,252.0
111,254.0
112,256.0
113,258.0
114,260.0
115,262.0
116,264.0
117,266.0
118,268.0
119,270.0
120,272.0
121,274.0
122,275.0
123,277.0
124,279.0
125,280.0
126,282.0
127,283.0
128,284.0
129,286.0
130,287.0
131,288.0
132,289.0
133,290.0
134,291.0
135,292.0
136,293.0
137,294.0
138,295.0
139,296.0
140,296.0
141,297.0
142,298.0
143,298.0
144,299.0
145,299.0
146,299.0
147,300.0
148,300.0
149,300.0
150,300.0
151,300.0
152,300.0
153,300.0
154,300.0
155,299.0
156,299.0
157,299.0
158,298.0
159,298.0
160,297.0
161,297.0
162,296.0
163,295.0
164,295.0
165,294.0
166,293.0
167,292.0
168,291.0
169,290.0
170,289.0
171,288.0
172,286.0
173,285.0
174,284.0
175,282.0
176,281.0
177,279.0
178,278.0
179,276.0
180,274.0
181,273.0
182,271.0
183,269.0
184,267.0
185,265.0
186,263.0
187,261.0
188,259.0
189,257.0
190,255.0
191,253.0
192,251.0
193,249.0
194,246.0
195,244.0
196,242.0
197,239.0
198,237.0
199,234.0
200,232.0
201,229.0
202,227.0
203,224.0
204,221.0
205,219.0
206,216.0
207,213.0
208,211.0
209,208.0
210,205.0
211,202.0
212,199.0
213,197.0
214,194.0
215,191.0
216,188.0
217,185.0
218,182.0
219,179.0
220,176.0
221,174.0
222,171.0
223,168.0
224,165.0
225,162.0
226,159.0
227,156.0
228,153.0
229,150.0
230,147.0
231,144.0
232,141.0
233,138.0
234,136.0
235,133.0
236,130.0
237,127.0
238,124.0
239,121.0
240,118.0
241,116.0
242,113.0
243,110.0
244,107.0
245,105.0
246,102.0
247,99.0
248,97.0
249,94.0
250,91.0
251,89.0
252,86.0
253,84.0
254,81.0
255,79.0
256,77.0
257,74.0
258,72.0
259,70.0
260,68.0
261,65.0
262,63.0
263,61.0
264,59.0
265,57.0
266,55.0
267,53.0
268,51.0
269,49.0
270,48.0
271,46.0
272,44.0
273,43.0
274,41.0
275,40.0
276,38.0
277,37.0
278,35.0
279,34.0
280,33.0
281,32.0
282,30.0
283,29.0
284,28.0
285,27.0
286,26.0
287,26.0
288,25.0
289,24.0
290,23.0
291,23.0
292,22.0
293,22.0
294,21.0
295,21.0
296,21.0
297,20.0
298,20.0
299,20.0
300,20.0
301,20.0
302,20.0
303,20.0
304,20.0
305,21.0
306,21.0
307,21.0
308,22.0
309,22.0
310,23.0
311,23.0
312,24.0
313,25.0
314,26.0
315,26.0
316,27.0
317,28.0
318,29.0
319,30.0
320,32.0
321,33.0
322,34.0
323,35.0
324,37.0
325,38.0
326,40.0
327,41.0
328,43.0
329,44.0
330,46.0
331,48.0
332,49.0
333,51.0
334,53.0
335,55.0
336,57.0
337,59.0
338,61.0
339,63.0
340,65.0
341,68.0
342,70.0
343,72.0
344,74.0
345,77.0
346,79.0
347,81.0
348,84.0
349,86.0
350,89.0
351,91.0
352,94.0
353,97.0
354,99.0
355,102.0
356,105.0
357,107.0
358,110.0
359,113.0
360,116.0
361,118.0
362,121.0
363,124.0
364,127.0
365,130.0
366,133.0
367,136.0
368,138.0
369,141.0
370,144.0
371,147.0
372,150.0
373,153.0
374,156.0
375,159.0
376,162.0
377,165.0
378,168.0
379,171.0
380,174.0
381,176.0
382,179.0
383,182.0
384,185.0
385,188.0
386,191.0
387,194.0
388,197.0
389,199.0
390,202.0
391,205.0
392,208.0
393,211.0
394,213.0
395,216.0
396,219.0
397,221.0
398,224.0
399,227.0
400,229.0
401,232.0
402,234.0
403,237.0
404,239.0
405,242.0
406,244.0
407,246.0
408,249.0
409,251.0
410,253.0
411,255.0
412,257.0
413,259.0
414,261.0
415,263.0
416,265.0
417,267.0
418,269.0
419,271.0
